product_1_id,product_1_name,product_2_id,product_2_name,similarity,name_similarity,brand_similarity,size_similarity
PRD004e547d,Murad Vita-C Brightening Serum,PRDe74180c3,Brightening Serum,75.9,100.0,45.45454545454546,50
PRD010b324c,Eveline Cosmetics Serum Shot,PRD6164d64d,Caia Cosmetics Beauty Shot Face Serum,59.6,70.37037037037037,45.45454545454546,50
PRD012276ed,Plum Goodness Get Non-Sticky BodyLovin' Vanilla Vibes Body Butter Mini,PRD53e6dd0d,Lavender Body Butter,64.9,80.0,45.45454545454546,50
PRD015cf732,öka Clear Complexion Gel Serum Acne-Prone Skin,PRDf55f26f8,15% Vitamin C Complex,73.6,61.111111111111114,100.0,50
PRD015fedbc,The Ordinary Matrixyl 10% + HA,PRD1a37a082,The Ordinary Marine Hyaluronics,84.0,80.0,100.0,50
PRD01a84474,Essential Oil Face Serum - Linda Meredith Serum Refill,PRDf2ddeefc,Saving Face Serum Solid Face Serum,62.9,70.58823529411764,54.54545454545454,50
PRD01f73956,I Love Wellness Sleep Body Butter,PRDa700eca3,I Love Cosmetics Body Butter Mango & Papaya,77.9,68.85245901639344,100.0,50
PRD020c1533,Sunny Silk Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD02433fbc,Strawberry Body Butter,PRD8f3c0577,Memoriex Strawberry Body Butter,75.9,100.0,45.45454545454546,50
PRD033d0941,KinKind Shampoo Bar Set,PRDeb8c5891,KinKind Shampoo & Bodywash Bars Set,86.8,85.0,100.0,50
PRD036c140f,Nip + Fab Hyaluronic Fix 2% Extreme4,PRDfce740e3,CeraVe Hydrating Hyaluronic Acid Serum,58.8,63.1578947368421,54.54545454545454,50
PRD03dcabb3,Nourishing Conditioner Bar,PRDd804dba8,Ecostore Nourishing Conditioner Bar,79.1,100.0,54.54545454545454,50
PRD04effb8f,Give Me Unisex Niacinamide Face Serum,PRD8363fb23,Vata Face Serum,67.4,84.61538461538461,45.45454545454546,50
PRD05104ad3,"KinKind Shampoo and Conditioner Bars for Damaged, Frizzy & Curly Hair",PRD22c33c78,Conditioner Bars,82.3,100.0,63.63636363636363,50
PRD05589f51,Vida Bars Reyna Solid Conditioner Bar,PRD22c33c78,Conditioner Bars,77.3,96.7741935483871,54.54545454545454,50
PRD057a3e57,Original Soap & Glory The Righteous Butter Moisturising Body Lotion Pump,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,62.5,81.3953488372093,36.36363636363637,50
PRD0590e833,Davines Love Shampoo Bar,PRDbc45741b,Davines DEDE Shampoo Bar,88.1,87.5,100.0,50
PRD059c4d75,Aromatic Body Butter Vanilla,PRD0ac1e5bb,Tree Hut Whipped Body Butter Vanilla,69.9,83.33333333333334,54.54545454545454,50
PRD05a78c1c,(bulkx6) Anihana Conditioner Bar Manuka Honey & Vanilla -all Hair,PRD4f126442,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,87.1,76.63551401869158,100.0,100
PRD05f3959d,Geek & Gorgeous 101 HA 5 Rich Serum,PRD8dad10bb,Geek & Gorgeous 101 HA 5 Light Serum,90.0,90.9090909090909,100.0,50
PRD063e7d5e,Foamie You RE Adorabowl Hair Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD06a28bad,The Fragrance Free One - Solid Conditioner Bar,PRD22c33c78,Conditioner Bars,77.3,96.7741935483871,54.54545454545454,50
PRD06c6bc74,Unpacked Living Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD071106d5,Wideye Hair Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD0723e05d,Gently Does It Shampoo,PRD94df6e4e,Shampoo Bar,63.7,77.77777777777779,45.45454545454546,50
PRD073ac21d,Eco Warrior Sensitive Scalp Shampoo Bar,PRDc0f51385,Eco Warrior Men's Edit Shampoo Bar,79.0,70.96774193548387,100.0,50
PRD075efe0b,Naked Soap Free Hair Shampoo Bars,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD07998c57,Korres Body Butter Ginger Lime,PRD9318ce76,MotherSage Body Butter,65.3,75.0,54.54545454545454,50
PRD07b14a1b,Palmer's Cocoa Butter Formula Body Lotion,PRDab6f59b8,Palmer's Cocoa Butter Formula,95.0,100.0,100.0,50
PRD07b36331,Shampoo Bar Cantankerous Curls,PRD94df6e4e,Shampoo Bar,95.0,100.0,100.0,50
PRD07da28f6,Alternative by Suma Glycerine Shampoo Bar - Coconut & Argan Oil,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRD081e0650,La Corvette Body Balm with Olive Oil and Olive Oil,PRD8487deca,The Body Shop British Rose Body Butter,56.2,52.63157894736843,63.63636363636363,50
PRD087bba94,Glow Recipe Avocado Ceramide Recovery Serum,PRD20def4c0,Simple Ceramide & Omega Complex Face Serum,58.5,62.5,54.54545454545454,50
PRD0888d431,Some BY Mi AHA BHA PHA 30 Days Miracle Serum,PRD8363fb23,Vata Face Serum,63.7,72.0,54.54545454545454,50
PRD0965fae1,Curly & Dry Hair Conditioner Bar | Shea Butter & Olive Oil | Natural & Nourishing Solid Conditioner,PRD22c33c78,Conditioner Bars,75.7,93.75,54.54545454545454,50
PRD09cc226c,ecoLiving Shampoo Bar - Soap Free,PRDe4894e60,ecoLiving Shampoo bar Fragrance Free /,88.0,87.27272727272728,100.0,50
PRD09d04044,Bronnley Eclectic Elements Body Butter,PRD6f3fe59b,Bronnley Eclectic Elements Zealous Flower Body Butter,91.0,83.5820895522388,100.0,100
PRD0a4a12d1,Henna conditioner bar for brunette hair | Vegan | Plastic Free | Handmade in UK,PRD22c33c78,Conditioner Bars,75.7,93.75,54.54545454545454,50
PRD0ab251f5,SBC Manuka Honey and Orange Blossom Body Butter,PRDfa6f41b0,Cocoa Body Butter,67.0,83.87096774193549,45.45454545454546,50
PRD0ab70cfb,Arista Anti-Dandruff Shampoo Bar,PRD94df6e4e,Shampoo Bar,82.3,100.0,63.63636363636363,50
PRD0ac1e5bb,Tree Hut Whipped Body Butter Vanilla,PRD3e158b60,Tree Hut Whipped Body Butter,95.0,100.0,100.0,50
PRD0ae0b659,Dr Rashel Face Serum,PRD8363fb23,Vata Face Serum,67.4,84.61538461538461,45.45454545454546,50
PRD0b03196a,KinKind Citrus Shampoo Bar,PRD94df6e4e,Shampoo Bar,82.3,100.0,63.63636363636363,50
PRD0b303547,Kelpie Shampoo Bar for Curly Hair,PRD177717f8,Miracube Hair Shampoo Bar For Curly Hair,73.8,90.32258064516128,54.54545454545454,50
PRD0be37b13,SheaMoisture Raw Shea Butter Body Lotion,PRDe4842ed8,Soap & Glory Original The Righteous Butter Body Lotion,64.7,73.84615384615385,54.54545454545454,50
PRD0c036842,Solid Pink Grapefruit Conditioner Bars,PRD22c33c78,Conditioner Bars,75.9,100.0,45.45454545454546,50
PRD0c2fe40f,Champneys Natures Treat Nourishing Body Butter,PRD6ac4ce63,Citrus Menthe Nourishing Body Butter,72.3,84.375,45.45454545454546,100
PRD0c39eec6,The Earthling Co Conditioner Bars,PRD22c33c78,Conditioner Bars,72.7,100.0,36.36363636363637,50
PRD0c7331f4,Indulgent Body Butter Rose & Sandalwood,PRD7c55e337,"Kutis Indulgent Body Butter - Rose, Sandalwood & Vanilla",82.3,100.0,63.63636363636363,50
PRD0c80a446,Boo Cottage Botanicals Charcoal Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",PRD223495c4,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women",86.8,85.0909090909091,100.0,50
PRD0dd83dae,Organic Renew Facial Serum,PRD246da7cf,Avant Eight Hour Retexturing & Anti-Oxidising Hyaluronic Facial Serum,67.6,79.06976744186046,54.54545454545454,50
PRD0e1b0d18,Unscented Conditioner Solid Bar,PRDe76a14df,Unscented Conditioner Bars,91.6,93.87755102040816,100.0,50
PRD0e64479a,Kate Somerville Mega-A Skin Transforming Serum,PRDcc1d2787,Anua Soothing Serum,64.9,74.28571428571429,54.54545454545454,50
PRD0eba5c3d,Sukin Super Greens Facial Recovery Serum,PRDebc5b2f6,Neve's Bees Daily Face Serum,59.9,59.25925925925925,63.63636363636363,50
PRD0ec42841,Pestle and Mortar 2 Phase Serum,PRDc63a1bad,Scienea Super Berry Repair And Restore Face Serum,58.7,62.96296296296296,54.54545454545454,50
PRD0f0d0418,Kitsch Shampoo Bar Rice Water Protein,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRD0f4443e4,Qin Rice Bar Shampoo & Conditioner Set,PRD2f61ae69,Dry & Flaky Scalp Solid Shampoo & Conditioner,67.1,72.41379310344827,63.63636363636363,50
PRD0f733f9f,Arista Shampoo Bar Anti-dandruff,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRD1013f8e3,La Roche Posay Hyalu B5 Hyaluronic Acid Serum,PRDe522a9dd,La Roche Posay Cicaplast B5 Serum,80.5,73.6842105263158,100.0,50
PRD1028223d,The Organic Republic Solid Shampoo for Oily Hair,PRDb636b1e0,"Solid Shampoo For Oily Hair, 80",76.2,94.73684210526316,54.54545454545454,50
PRD10389236,Herbal Essences Hydrating Vegan Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRD106fffc7,e.l.f. SKIN Holy Hydration! Triple Bounce Serum,PRD3175785b,b Bold Face Serum,80.3,73.33333333333334,100.0,50
PRD1076b461,Wilko Simple Niacinamide Serum,PRDd65f77fd,Niacinamide Serum,72.7,100.0,36.36363636363637,50
PRD11b46c1b,Huygen Hyaluronic Acid Concentrate,PRDd1c77b24,"Bee Venom Face Serum – Anti Ageing Face Serum for Wrinkles,Deeply Moisturize & Hydrate Skin with Hyaluronic Acid & Glycerin,Soothes & Firms for",64.5,67.64705882352942,63.63636363636363,50
PRD1202e996,Monday Muse The Juice Daily Serum,PRD9c4343cd,The Ordinary Multi-Peptide + HA Serum,60.3,60.0,63.63636363636363,50
PRD1279f001,Herbishh Tea Tree & Mint Shampoo Bar – Deep Cleansing Bar For Oily,PRDb61b0db5,Tea Tree & Mint Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD129ca15b,Patchouli Rose Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD1336f64c,"Body Butter Collection Giftset Of 3 Gold Together, Perfect Moments",PRD9c4ff6bc,Body Butter Moisturiser,78.6,70.27027027027026,100.0,50
PRD13ada79d,The Body Shop Ginger Anti-Dandruff Shampoo Bar,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRD13bb90a1,Garnier Brightening Serum,PRDe74180c3,Brightening Serum,79.1,100.0,54.54545454545454,50
PRD13d1af7c,Organic Shop Nurturing Body Cream Blueberry&Blackberry,PRD88f67225,Organic Shop Nurturing Body Cream Blueberry & Blackberry,95.0,100.0,100.0,50
PRD15097989,Dorothy Perkins Unisex Clear Face Serum,PRD8363fb23,Vata Face Serum,68.1,85.71428571428572,45.45454545454546,50
PRD1558042d,"Solid Shampoo Bar & Conditioner Bar Set For Curly, Wavy, Coily And",PRDccde7173,"Solid Shampoo For Dry Hair, 85",79.8,72.34042553191489,100.0,50
PRD156eb8db,"Traditional Chinese Herbal Shampoo Soap Bar, Natural Ingredients, Cold Processed",PRD7654e3a5,Shampoo Soap Bars,72.7,94.11764705882352,45.45454545454546,50
PRD156f3f05,Solid Naked Fragrance Free Buy Shampoo & Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD15ab61d2,Q+A Collagen Body Butter,PRDa882c29b,Black Pearl Pure Collagen Body Butter,75.4,93.33333333333333,54.54545454545454,50
PRD15ae5319,Hair Regrowth Shampoo Bar,PRD39bc4e51,"Turmeric Shampoo Bar,Ginger Hair Regrowth Shampoo Bar with Soap Bag,Natural Solid Shampoo Soap for Strengthen, Volumize & Thicken All Hair Types",79.1,100.0,54.54545454545454,50
PRD15b254f2,grüum smör Body Butter Intensive Hydration,PRD859ff753,perfect legs body butter - bundle 2,73.0,60.0,100.0,50
PRD15dceb73,Mad Beauty Gilmore Girls Body Butter,PRDfa6f41b0,Cocoa Body Butter,69.6,82.75862068965517,54.54545454545454,50
PRD164e18d5,ethique Clarifying Shampoo Bar for Oily Hair & Scalp 10 Uses,PRDe35a5fb3,ethique Smoothing Shampoo Bar for Frizzy Hair 10 Uses,81.1,74.74747474747474,100.0,50
PRD16ccacb6,"20% Vitamin C Serum, Korean Serum with Hyaluronic Acid, Anti Aging Face Serums For Wrinkles & Fine Lines, Moisturizing Dark Spot Remover for Face",PRD736548b6,"20% Vitamin C Serum, Korean Skin Care Serum with Hyaluronic Acid, Anti-aging Face Serum for Dry and Dull Skin, Reduce Wrinkles & Fine Lines, Fast",85.8,83.19327731092436,100.0,50
PRD177717f8,Miracube Hair Shampoo Bar For Curly Hair,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRD17be8583,"Whipped Body Butters by So Sona Skincare - Made for Dry/Sensitive Skin, Vegan-Friendly",PRD6d6aa7db,Whipped Body Butter,95.0,100.0,100.0,50
PRD17d42fdf,Eco Warrior Nourishing Shampoo Bar,PRDc0f51385,Eco Warrior Men's Edit Shampoo Bar,83.7,79.41176470588236,100.0,50
PRD17e9b48a,Kiehl's Creme de Corps Soy Milk & Honey Whipped Body Butter,PRD6d6aa7db,Whipped Body Butter,82.3,100.0,63.63636363636363,50
PRD1800de9b,Mint & Tea Tree Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD1854213e,"Nature Triangle Shampoo Bar,Control Oil & Strengthen Hair,Natural Shampoo Bar for Women & Men,2 in 1 Shampoo & Conditioner,Travel Shampoo,Cleansing",PRD9f09222c,Nature Triangle Usman Grass Shampoo Bar,85.0,81.81818181818181,100.0,50
PRD193920ab,e.l.f. Hydrating Serum,PRDcbe1f570,e.l.f. Holy Hydration! Thirst Burst Drops,79.3,71.42857142857143,100.0,50
PRD194963fe,grüum Hår Brightening Lemon Shampoo Bar,PRD201ab1cd,grüum Twin Pack Volumising Shampoo Bar Solid Shampoo Bars for Hair Up to 60 Washes,80.7,64.93506493506493,100.0,100
PRD195ecc24,Life-flo Pure Mango Butter,PRDad74e0eb,Mango Butter,75.9,100.0,45.45454545454546,50
PRD19a881b9,Bielenda Super Power Anti-Age Rejuvenating Night Face Serum,PRDe74180c3,Brightening Serum,68.3,68.75,72.72727272727273,50
PRD1a37a082,The Ordinary Marine Hyaluronics,PRDc32dd309,The Ordinary Hyaluronic Acid 2% + B5,86.9,85.18518518518519,100.0,50
PRD1a3b4dcc,"Rosemary Shampoo Bar, Shampoo Bar with Rosemary & Coconut Oil, Nourish & Moisturize Hair, Solid Soap Easy for Travel",PRD9ad672c9,Rosemary Shampoo Bar,95.0,100.0,100.0,50
PRD1a5b224c,Lavender & Rosemary Shampoo Bar,PRD839de7e8,Lavender & Tea Tree Shampoo Bar,85.5,82.75862068965517,100.0,50
PRD1aada3ed,Chanel Sublimage Le Serum,PRD13bb90a1,Garnier Brightening Serum,59.4,58.33333333333333,63.63636363636363,50
PRD1aafb9bb,Body Butter With Chios Mastiha Oil And Grape From Greece,PRD9c4ff6bc,Body Butter Moisturiser,80.5,73.6842105263158,100.0,50
PRD1abbc9e5,Only Curls Curl Cleansing Shampoo Bar,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRD1b1f0c45,Estee Lauder Advanced Night Repair Serum Synchronized Multi-Recovery Complex,PRDe74180c3,Brightening Serum,59.7,70.58823529411764,45.45454545454546,50
PRD1b460093,Vanilla Bean Whipped Body Butter,PRD6d6aa7db,Whipped Body Butter,72.7,100.0,36.36363636363637,50
PRD1b84c93f,Beauty Kitchen Rosemary Mint Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRD1ba78b0f,Warda Skin Hydration Boost Gel Serum,PRD8363fb23,Vata Face Serum,65.3,69.23076923076923,63.63636363636363,50
PRD1c1228d1,KinKind Give Me More Deep Conditioner Bar,PRD531eecf5,KinKind Give Me Strength Conditioner Bar,85.4,82.5,100.0,50
PRD1c771653,skinnydip london Supermarket Vanilla Body Butter,PRD4452b39d,nalas baby Body Butter Duo,83.5,70.0,100.0,100
PRD1c83caf9,Earth Rhythm Shampoo & Conditioner Bar Combo Murumuru Butter Shampoo Bar & Argon Oil Conditioner Bar for Curly & Wavy Hair 100% Biodegradable Plastic,PRD9dcb8ad0,Morava Conditioner Bar for Curly Hair,73.4,83.78378378378379,63.63636363636363,50
PRD1cf0d660,"Japan Skincare Serum Ampoule, Che rry Blo ssom renewal Serum for Face, Anti Aging Face Serum with Hyaluronic Acid & Niacinamide, Plumping",PRDc3be8ff7,grüum Youth Restoring Skin Gel Serum Face Glow Anti aging Vitamin C Serum for Women with Hyaluronic Acid,81.0,65.38461538461539,100.0,100
PRD1d59dd8c,Biovène Moisture Volume Solid Conditioner Bar,PRD22c33c78,Conditioner Bars,77.3,96.7741935483871,54.54545454545454,50
PRD1d5c7de4,Beauty of Joseon Glow Deep Serum,PRDdc78a78e,Beauty of Joseon Revive Serum Mucin,85.1,81.9672131147541,100.0,50
PRD1d6375ad,Open Range Hair Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD1d9f2d43,Body Butter (new) Charging....body Butter - Organic Oatmeal Scented,PRDf098e420,Body Butter For Dry Skin Mango (body Butter),80.9,74.35897435897436,100.0,50
PRD1da32bd3,La Chinata Olive Shea & Cherry Body Butter,PRD02433fbc,Strawberry Body Butter,70.4,84.21052631578947,54.54545454545454,50
PRD1dd57191,Tri-Coastal Design Apple Sugar Scented Body Butter Hands Body / New,PRD9318ce76,MotherSage Body Butter,64.8,68.18181818181819,63.63636363636363,50
PRD1e2d2b20,Soap & Glory Call of Fruity Body Butter,PRDf4402683,Soap & Glory Body Butter The Righteous Butter,81.0,74.57627118644068,100.0,50
PRD1e850c4f,Faith in Nature Coconut & Shea Butter Shampoo Bar,PRDc40d85f0,Faith In Nature Shampoo Bar Lavender & Geranium 85gm,80.1,72.97297297297297,100.0,50
PRD1f1a3333,Triangle Shampoo Bar,PRD71523043,"Nature Triangle Shampoo Bar, Natural Cypress Leaf Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair Vegan, for Hair Care for Women and Mens (",79.1,100.0,54.54545454545454,50
PRD1f1b0352,"Coconut Conditioner Bar - Rich Nourishing & Volumizing - Hair Moisturizing & Strengthening Solid Soap Bar, Plastic-Free, Silicone & Sulfate Free",PRD5c42e109,Coconut Conditioner Bar,95.0,100.0,100.0,50
PRD1f6b8f39,KIND2 The Restoring One Solid Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRD1fac0ce5,Lyonsleaf Body Butter,PRDb3c00755,The White Company Seychelles Body Butter,71.9,81.08108108108108,63.63636363636363,50
PRD1ffada33,mCaffeine Coffee Body Butter with Berries,PRD859ff753,perfect legs body butter - bundle 2,72.5,59.01639344262295,100.0,50
PRD201ab1cd,grüum Twin Pack Volumising Shampoo Bar Solid Shampoo Bars for Hair Up to 60 Washes,PRD194963fe,grüum Hår Brightening Lemon Shampoo Bar,80.7,64.93506493506493,100.0,100
PRD205e87eb,Mavala Anti-Age Pro Chronobiological Day Serum,PRD8363fb23,Vata Face Serum,57.6,66.66666666666667,45.45454545454546,50
PRD206c4781,the earthling co. Moisturizing Shampoo Bar,PRDc1fc924c,"Natural Cinnamon Shampoo Bar for Hair Growth, Moisturizing Hair Shampoo Soap for Damaged Frizzy Hair, Strengthening Solid Shampoo Bar for Men",77.6,68.29268292682926,100.0,50
PRD20a91ac1,Notice Hair Co. Stimulator Conditioner Bar,PRDce3bdf79,Notice Hair Co. Detoxifier Conditioner Bar,85.6,82.92682926829268,100.0,50
PRD20b225cf,Kiehl's Retinol Skin-Renewing Daily Micro-Dose Serum,PRDe012315c,Medicube Triple Collagen Serum 4.0,59.1,52.0,72.72727272727273,50
PRD20db5c4a,Banana Solid Conditioner Bar,PRDc737a2ba,Rosemary & Lime Solid Conditioner Bar,72.5,88.0,54.54545454545454,50
PRD20def4c0,Simple Ceramide & Omega Complex Face Serum,PRDca2d45b1,Plantifique Face Serum,68.9,75.67567567567568,63.63636363636363,50
PRD211079fb,Leaf Amino Acid Shampoo Bar Herbal Solid Shampoo For Dandruff Control Natural Plant-Based Hair Care Soap 1pc,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD214bc95b,Friendly Soap Lavender & Geranium Shampoo Bar,PRD6572e1b1,Friendly Soap - Lavender & Tea Tree Shampoo Bar - Eco Friendly,87.3,86.04651162790698,100.0,50
PRD2175b7ba,Clinique Deep Comfort Body Butter,PRDb3e41bd3,Deep Comfort Body Butter,79.1,100.0,54.54545454545454,50
PRD223495c4,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women",PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",86.8,85.0909090909091,100.0,50
PRD22ae5503,Superfly Soap Solid Hair Conditioner Bar,PRDd8cac166,Superfly Soap Hair Conditioner Bar,85.3,82.35294117647058,100.0,50
PRD22c33c78,Conditioner Bars,PRD683e5c3e,Conditioner Bars - Lemon,95.0,100.0,100.0,50
PRD23c41033,Alana Aloe Vera & Tea Tree Natural Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD23ef1497,Solid Syndet Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRD23f263da,Natural Hair Conditioning Bar – Bergamot,PRDceb86729,Natural Hair Conditioning Bar – Lemongrass,90.4,91.66666666666666,100.0,50
PRD23f40b89,Kitsch Castor Oil Nourishing Conditioner Bar,PRDf57f1fc4,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,80.1,72.94117647058825,100.0,50
PRD246da7cf,Avant Eight Hour Retexturing & Anti-Oxidising Hyaluronic Facial Serum,PRD8735fe9a,Q+A Hyaluronic Acid Facial Serum,74.4,85.71428571428572,63.63636363636363,50
PRD24781688,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,PRD23f40b89,Kitsch Castor Oil Nourishing Conditioner Bar,79.3,71.42857142857143,100.0,50
PRD24ed4829,Lathered 2-in-1 Solid Shampoo & Conditioner Bar,PRD22c33c78,Conditioner Bars,77.3,96.7741935483871,54.54545454545454,50
PRD24f16863,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,PRD8e54123b,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,86.2,84.0909090909091,100.0,50
PRD253e76e4,The Soap Mine Solid Conditioner Bar - Lavender & Orange,PRD9d164e19,The Soap Mine Solid Conditioner Bar,95.0,100.0,100.0,50
PRD256f16bd,Caudalie Vinotherapist Replenishing Vegan Body Butter,PRD6d6aa7db,Whipped Body Butter,69.9,77.41935483870968,63.63636363636363,50
PRD25716651,"French Conditioner Bar, Donkey Milk and Keratin, All Hair Types, 1",PRD22c33c78,Conditioner Bars,69.3,93.75,36.36363636363637,50
PRD262fb52b,Beautypie Niacinamide Serum,PRDd65f77fd,Niacinamide Serum,79.1,100.0,54.54545454545454,50
PRD269aec61,Antipodes Hosanna H2O Intensive Skin-Plumping Serum,PRDb9a2d8b5,La Rosée Plumping Face Serum,59.9,70.83333333333333,45.45454545454546,50
PRD272cfb82,Lemon Solid Conditioner Bar,PRDa1005f77,Lemon Solid Conditioner - Hair & Bee Solid Conditioner Bar Conditioner bar in tin,91.9,94.33962264150944,100.0,50
PRD27b7a18a,Lemon Berry Barn Coconut Calm Body Butter,PRDfa6f41b0,Cocoa Body Butter,70.8,84.84848484848484,54.54545454545454,50
PRD27bce149,Kiehl's Vital Skin-Strengthening Super Serum,PRD591b82f4,Bio Balance Super Serum,64.6,73.6842105263158,54.54545454545454,50
PRD2805c6ec,Origins Plantscription Multi-Powered Youth Serum,PRDd593b7b2,Byoma Hydrating Serum,58.2,56.25,63.63636363636363,50
PRD28257c33,Friendly Soap Conditioner Bar - Lavender & Tea Tree,PRDcdd158d6,Friendly Soap Conditioner Bar Lavender & Geranium,90.7,92.13483146067416,100.0,50
PRD28f0d04b,Goats Of The Gorge Milk Shampoo Bar,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRD2993c4be,Mine Botanicals Whipped Body Butter with Mango Butter,PRD6d6aa7db,Whipped Body Butter,79.1,100.0,54.54545454545454,50
PRD29a43bf0,"Plum Bodylovin' Body Butter, Vanilla Vibes For All Skin Types",PRD059c4d75,Aromatic Body Butter Vanilla,67.3,78.57142857142857,54.54545454545454,50
PRD29b9e0c1,Soap Glory Smoothie Star Body Butter,PRDfa6f41b0,Cocoa Body Butter,70.2,83.87096774193549,54.54545454545454,50
PRD29e7b39d,So Sona Skincare Whipped Body Butters,PRD6d6aa7db,Whipped Body Butter,72.7,100.0,36.36363636363637,50
PRD29f1eee1,NEOM Perfect Night's Sleep Magnesium Body Butter,PRD53e6dd0d,Lavender Body Butter,68.5,75.0,63.63636363636363,50
PRD2a0760ad,Coconut Whipped Body Butter,PRD6d6aa7db,Whipped Body Butter,79.1,100.0,54.54545454545454,50
PRD2a646033,Argan Whipped Body Butter,PRD7afe8a16,Tree Hut Coco Colada Whipped Body Butter,74.5,91.66666666666666,54.54545454545454,50
PRD2aab4030,Laura Mercier Body & Bath Ambre Vanille Body Butter /,PRD1b460093,Vanilla Bean Whipped Body Butter,68.3,74.50980392156863,63.63636363636363,50
PRD2b7cfdfa,"Vitamin C Serum For Face, 20% Vitamin C Serum With Hyaluronic Acid For Collagen Boost, Anti-Wrinkle,Anti-Aging,Dark Circle,Sun Damage,Brighten Hydrate",PRD8363fb23,Vata Face Serum,61.2,73.33333333333334,45.45454545454546,50
PRD2ba82edf,Lancôme Génifique Ultimate Serum,PRD8363fb23,Vata Face Serum,65.3,75.0,54.54545454545454,50
PRD2bb4cb12,FOAmie Aloe Vera Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRD2bf7d521,Dr. Jeannette Graf Hyaluronic Skin Filler Body Butter,PRD53e6dd0d,Lavender Body Butter,68.1,85.71428571428572,45.45454545454546,50
PRD2c4133ca,alott - nourishing conditioner bar,PRDca4b0565,alott - nourishing conditioner bar | Glow Organic,95.0,100.0,100.0,50
PRD2cda1d48,Earth Rhythm Shikakai Shampoo Bar Sulphate & Paraben Free 80gm,PRD66686faf,Earth Rhythm Anti Dandruff Shampoo Bar,81.8,76.05633802816901,100.0,50
PRD2ce40b46,Garnier Body Superfood Repairing Body Butter Cocoa,PRD321459be,Garnier Body Superfood Nutri Glow Body Cream Vitamin C Mango,80.3,73.33333333333334,100.0,50
PRD2cf048ea,Rubem Strawberry & Vanilla Body Butter,PRDe51784bf,Cocoa & Vanilla Body Butter,73.0,88.88888888888889,54.54545454545454,50
